,Date,TR ID,Subject_1,Subject_2,Ratio
0,2022-11-29,"('367232347335-43',)",electricity market design reform,electricity market design reform,100.0
0,2022-11-09,"('433743725252-26',)",implementation of eu chemicals strategy and the reach revision,implementation of eu chemicals strategy and the reach revision,100.0
0,2022-11-10,"('269853831446-79',)","implementation of eu forest strategy for 2030, proposal for nature restoration law and revision of eu packaging rules","implementation of eu forest strategy for 2030, proposal for nature restoration law and revision of eu packaging rules",100.0
0,2022-11-16,"('540503836926-15',)","results of wjp's results of wjp's rule of law index 2022, learning more about eu current work and activities, and exchange on the rule of law situation in the eu as well as other relevant countries. 2022, learning more about eu current work and activities, and exchange on the rule of law situation in the eu as well as other relevant countries.","results of wjp's rule of law index 2022, learning more about eu current work and activities, and exchange on the rule of law situation in the eu as well as other relevant countries.",100.0
0,2022-11-16,"('965762846303-66',)","to discuss the work of the alliance, its deliverables, and the linkages to the upcoming proposal","to discuss the work of the alliance, its deliverables, and the linkages to the upcoming proposal",100.0
0,2022-11-18,"('57215462204-95',)","to discuss various topical fisheries files, including the implementing act on vulnerable marine ecosystems and the implementation of the western mediterranean multiannual management plan.","to discuss various topical fisheries files, including the implementing act on vulnerable marine ecosystems and the implementation of the western mediterranean multiannual management plan.",100.0
0,2022-11-08,"('0764199368-97',)",digital euro,digital euro,100.0
1,2022-11-08,"('0764199368-97',)",digital euro,digital euro,100.0
3,2022-11-08,"('0764199368-97',)",digital euro,digital euro,100.0
0,2022-10-26,"('321342621105-20',)",circular economy and energy nexus,circular economy and energy nexus,100.0
0,2022-10-27,"('296711210890-30',)",sustainable finance,sustainable finance,100.0
3,2023-04-27,"('24037141789-48',)","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.",100.0
4,2023-04-27,"('24037141789-48',)","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.",100.0
5,2023-04-27,"('24037141789-48',)","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.",100.0
0,2023-04-27,"('24037141789-48',)","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.","transition to a circular economy, the role of the banking sector and the actions of intesa sanpaolo. meeting organized by cab timmermans.. meeting organized by cab timmermans.. meeting organized by cab timmermans.",100.0
0,2020-09-08,"('009532038479-10',)",sustainable food systems,sustainable food systems,100.0
0,2020-11-18,"('2680046412-48',)",eu eu sustainable finance taxonomy,eu sustainable finance taxonomy,100.0
0,2020-11-03,"('867595924172-33',)",alternative fuels transport systems in the european union and digital transformation,alternative fuels transport systems in the european union and digital transformation,100.0
0,2023-04-20,"('917249537939-70',)",european media freedom act,european media freedom act,100.0
2,2023-04-13,"('4266797770-31',)",exchange of views on exchange of views on sustainability and green transition and siemens commitments. and green transition and siemens commitments.,exchange of views on sustainability and green transition and siemens commitments.,100.0
0,2023-04-19,"('11160169347-78', '04134171823-87')",sustainable finance taxonomy,sustainable finance taxonomy,100.0
0,2020-11-23,"('46302264606-44',)","industry 4.0 and digital solutions' contribution to the green transition, including smart buildings","industry 4.0 and digital solutions' contribution to the green transition, including smart buildings",100.0
0,2020-11-24,"('750447615329-96',)",ihl/sanctions aspects of the ihl/sanctions aspects of the humanitarian aid communication,ihl/sanctions aspects of the humanitarian aid communication,100.0
0,2020-12-01,"('41816938101-07',)",eu green bond standard,eu green bond standard,100.0
0,2020-06-18,"('805637038375-01',)",to discuss to discuss digital services act,to discuss digital services act,100.0
0,2020-06-19,"('981909138569-80',)",european anti-european anti-racism policy policy,european anti-racism policy,100.0
2,2020-06-22,"('872244238453-63',)",vc meeting on vc meeting on training of clinicians in intensive care,vc meeting on training of clinicians in intensive care,100.0
0,2020-06-23,"('009532038479-10',)",vc meeting on vc meeting on sustainable food systems,vc meeting on sustainable food systems,100.0
0,2020-06-10,"('06698681039-26', '9505781573-45', '06798511314-27')",chemicals strategy for sustainability,chemicals strategy for sustainability,100.0
0,2020-12-14,"('903680223573-18',)",edap,edap,100.0
0,2020-11-16,"('93288301615-56',)",dsa and dma,dsa and dma,100.0
0,2023-05-10,"('9505781573-45',)","retail investment strategy, review of the payment services directive","retail investment strategy, review of the payment services directive",100.0
0,2023-05-11,"('33213703459-54',)",retail investment strategy,retail investment strategy,100.0
0,2023-05-26,"('67128251296-84',)",new genomic techniques,new genomic techniques,100.0
0,2023-05-17,"('116042012787-45',)",implementation of the eu biodiversity strategy for 2030 and nature restoration,implementation of the eu biodiversity strategy for 2030 and nature restoration,100.0
3,2023-05-24,"('03181945560-59',)","artificial intelligence, competition policy., competition policy.","artificial intelligence, competition policy.",100.0
0,2023-05-04,"('1414929419-24',)",retail investment strategy and sustainability requirements,retail investment strategy and sustainability requirements,100.0
1,2023-05-04,"('1414929419-24',)",retail investment strategy and sustainability requirements,retail investment strategy and sustainability requirements,100.0
0,2021-10-12,"('39912257528-48',)",issues within the competition portfolio,issues within the competition portfolio,100.0
0,2021-01-21,"('370649919011-72',)",rule of law report/mechanism,rule of law report/mechanism,100.0
0,2023-03-22,"('513067943447-94',)",sustainable finance,sustainable finance,100.0
0,2023-03-23,"('486889834865-61',)",sustainable food systems,sustainable food systems,100.0
0,2023-03-24,"('3373670692-24',)",retail investment strategy,retail investment strategy,100.0
1,2023-03-21,"('002278013515-26',)",platform work,platform work,100.0
2,2022-12-13,"('14130436110-87',)",implementation of eu chemicals strategy for sustainability,implementation of eu chemicals strategy for sustainability,100.0
0,2021-10-14,"('792433144288-50',)",sustainable food systems,sustainable food systems,100.0
0,2021-10-19,"('9505781573-45', '507800799-30')",preparation of the sustainable product policy initiative and consumer empowerment for the green transition,preparation of the sustainable product policy initiative and consumer empowerment for the green transition,100.0
0,2021-10-20,"('090350412968-04', '785157016077-28', '799142914971-03')",basel iii,basel iii,100.0
0,2021-10-26,"('214140728444-40',)",eu-us trade and technology council,eu-us trade and technology council,100.0
0,2022-12-15,"('179370613236-62',)",digital euro,digital euro,100.0
